,retweets,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Time,Year,Month,Date,text_without_stopwords,corpus,hashtags
374,0,Environmental Protection Network,0,A new study led by AuburnU researchers and published in NatureClimate Change shows a fourfold increase in emissions of the potent greenhousegas nitrous oxidea major contributor to climate warmingin global streams and rivers physorgcom,EnvProtectioNet,"Washington, DC",False,2150,3245,0.1747159090909091,0.3636363636363636,14:50:25,2020,01,14,A new study led AuburnU researchers published NatureClimate Change shows fourfold increase emissions potent greenhousegas nitrous oxidea major contributor climate warmingin global streams rivers physorgcom ,new study led auburnu researcher published natureclimate change show fourfold increase emission potent greenhousegas nitrous oxidea major contributor climate warmingin global stream river physorgcom,"['new', 'study', 'led', 'auburnu', 'researcher', 'published', 'natureclimate', 'change', 'show', 'fourfold']"
375,0,Ziya Cicek,0,Climate change and global climate IPCC Observed changes information on the IPCC using special report Global Warming of 15 degrees Prof Dr Daniela Jacob Climate Service Center Germany GERICS,cicekzi,"Köln, Deutschland",False,1917,1027,0.0642857142857142,0.1678571428571428,17:04:48,2020,01,13,Climate change global climate IPCC Observed changes information IPCC using special report Global Warming 15 degrees Prof Dr Daniela Jacob Climate Service Center Germany GERICS ,climate change global climate ipcc observed change information ipcc using special report global warming degree prof dr daniela jacob climate service center germany gerics,"['climate', 'change', 'global', 'ipcc', 'observed', 'information', 'using', 'special', 'report', 'warming']"
376,0,PrakashMandoth,2,TaruSakhi kalptaru108 KumariDiya PrakashJavdekar DGPIB gssjodhpur PadmaAwards moefcc UN DiyaPdkf madhusharmabjp betibacha UNYouthEnvoy educategirls swatipiramal anandmahindra kiransnm mayursuthar AlmasJiwani Nice amp Noble Iniative Need Of Hour As Global Warming At Its Peak Trees Combat Climate Change Offset Envinormental Changes Support Wildlife amp Generate Oxygen So Commend All Involved In This GreenIniative Which Help In Making Better Livable Society 4 Humans amp Help Animals,MandothPrakash,Bangalore,False,483,670,0.425,0.6,08:52:14,2020,01,13,TaruSakhi kalptaru108 KumariDiya PrakashJavdekar DGPIB gssjodhpur PadmaAwards moefcc UN DiyaPdkf madhusharmabjp betibacha UNYouthEnvoy educategirls swatipiramal anandmahindra kiransnm mayursuthar AlmasJiwani Nice amp Noble Iniative Need Of Hour As Global Warming At Its Peak Trees Combat Climate Change Offset Envinormental Changes Support Wildlife amp Generate Oxygen So Commend All Involved In This GreenIniative Which Help In Making Better Livable Society 4 Humans amp Help Animals ,tarusakhi kalptaru kumaridiya prakashjavdekar dgpib gssjodhpur padmaawards moefcc un diyapdkf madhusharmabjp betibacha unyouthenvoy educategirls swatipiramal anandmahindra kiransnm mayursuthar almasjiwani nice amp noble iniative need hour global warming peak tree combat climate change offset envinormental change support wildlife amp generate oxygen commend involved greeniniative help making better livable society human amp help animal,"['amp', 'change', 'help', 'tarusakhi', 'kalptaru', 'kumaridiya', 'prakashjavdekar', 'dgpib', 'gssjodhpur', 'padmaawards']"
378,0,Tunç Ali Kütükçüoglu (EN),1,VerityFirth Yes really incredible but he is not the first person who talked about Global WarmingAs far as I know it was Alexander von Humboldt who first talked about climate change already at the beginning of the 19 centuryHe was also against social and ecological monocultures,tuncalik,Switzerland,False,248,126,0.2761904761904762,0.461904761904762,12:45:05,2020,01,12,VerityFirth Yes really incredible first person talked Global WarmingAs far I know Alexander von Humboldt first talked climate change already beginning 19 centuryHe also social ecological monocultures ,verityfirth yes really incredible first person talked global warmingas far know alexander von humboldt first talked climate change already beginning centuryhe also social ecological monoculture,"['first', 'talked', 'verityfirth', 'yes', 'really', 'incredible', 'person', 'global', 'warmingas', 'far']"
379,4,Chris Fox,2,The worlds biggest investors are coming under intense pressure over the role they play in climate change as the focus on tackling global warming moves beyond oil gas and mining to the companies that finance fossil fuel producers AttractaMooney FT,ChristopherNFox,"Boston, MA",False,18451,15267,0.1,0.5,13:01:23,2020,01,11,The worlds biggest investors coming intense pressure role play climate change focus tackling global warming moves beyond oil gas mining companies finance fossil fuel producers AttractaMooney FT ,world biggest investor coming intense pressure role play climate change focus tackling global warming move beyond oil gas mining company finance fossil fuel producer attractamooney ft,"['world', 'biggest', 'investor', 'coming', 'intense', 'pressure', 'role', 'play', 'climate', 'change']"
383,0,MG Cooling Solutions-Industrial Air Conditioning,0,The task of dealing with global warming is urgent and importantglobalwarminghealth climatechangerealisation igbconline edciitd mgcshvaccompany climatechange climate globalwarming stopglobalwarming globalwarmingawareness pollutioncontrol,mgcshvaccompany,India,False,115,178,0.0,0.0,12:38:26,2020,01,08,The task dealing global warming urgent importantglobalwarminghealth climatechangerealisation igbconline edciitd mgcshvaccompany climatechange climate globalwarming stopglobalwarming globalwarmingawareness pollutioncontrol ,task dealing global warming urgent importantglobalwarminghealth climatechangerealisation igbconline edciitd mgcshvaccompany climatechange climate globalwarming stopglobalwarming globalwarmingawareness pollutioncontrol,"['task', 'dealing', 'global', 'warming', 'urgent', 'importantglobalwarminghealth', 'climatechangerealisation', 'igbconline', 'edciitd', 'mgcshvaccompany']"
385,0,Despina Zaimis,0,Last Chance 1 from the series Last Chance a series of images addressing global warming and climate change40x 45 cm Limited Edition print on Hahnemhle artistic paperClimatechange ClimateCrisis environmentart savetheplanet lastchance climate,ZaimisDespina,"Brussels, Belgium",False,6,27,0.0523809523809523,0.2552380952380952,14:55:32,2020,01,07,Last Chance 1 series Last Chance series images addressing global warming climate change40x 45 cm Limited Edition print Hahnemhle artistic paperClimatechange ClimateCrisis environmentart savetheplanet lastchance climate ,last chance series last chance series image addressing global warming climate change x cm limited edition print hahnemhle artistic paperclimatechange climatecrisis environmentart savetheplanet lastchance climate,"['last', 'chance', 'series', 'climate', 'image', 'addressing', 'global', 'warming', 'change', 'x']"
387,0,Expedition Leaders,0,Terrible to lose so many animals trees and people in Austrilia global warming is the fuel for eucalyptus leaves in the hot countries most sad thing is that Trump does not support climate change shame and,ExpedLeaders,"Guildford, UK and Shimla",False,168,692,-0.0416666666666666,0.6416666666666667,19:11:05,2020,01,05,Terrible lose many animals trees people Austrilia global warming fuel eucalyptus leaves hot countries sad thing Trump support climate change shame ,terrible lose many animal tree people austrilia global warming fuel eucalyptus leaf hot country sad thing trump support climate change shame,"['terrible', 'lose', 'many', 'animal', 'tree', 'people', 'austrilia', 'global', 'warming', 'fuel']"
388,0,Ross Macfarlane,3,Good AP piece underscoring climate link to AustraliaFires Q Is climate change really a factorA Scientists both those who study fire and those who study climate say theres no doubt manmade global warming has been a big part,ross_macfarlane,Northwest,False,3404,5000,0.2249999999999999,0.225,16:19:37,2020,01,03,Good AP piece underscoring climate link AustraliaFires Q Is climate change really factorA Scientists study fire study climate say theres doubt manmade global warming big part ,good ap piece underscoring climate link australiafires q climate change really factora scientist study fire study climate say there doubt manmade global warming big part,"['climate', 'study', 'good', 'ap', 'piece', 'underscoring', 'link', 'australiafires', 'q', 'change']"
389,0,GridPointWeather,0,CLIMATE Change Study Found Consistent Evidence of Global Warming Every Day Since 2012 GlobalWarming climatechange,gridpointwx,"New York, USA",False,198,58,0.125,0.125,15:34:19,2020,01,03,CLIMATE Change Study Found Consistent Evidence Global Warming Every Day Since 2012 GlobalWarming climatechange ,climate change study found consistent evidence global warming every day since globalwarming climatechange,"['climate', 'change', 'study', 'found', 'consistent', 'evidence', 'global', 'warming', 'every', 'day']"
390,0,Tim Melino,0,CLIMATE Change Study Found Consistent Evidence of Global Warming Every Day Since 2012 GPWX GlobalWarming climatechange,TimMelino,NY,False,11364,9771,0.125,0.125,15:33:44,2020,01,03,CLIMATE Change Study Found Consistent Evidence Global Warming Every Day Since 2012 GPWX GlobalWarming climatechange ,climate change study found consistent evidence global warming every day since gpwx globalwarming climatechange,"['climate', 'change', 'study', 'found', 'consistent', 'evidence', 'global', 'warming', 'every', 'day']"
391,0,Sascha Becher,0,An Inconsistent Truth From global cooling 1970s to global warming 1990s to just climate change And its your faultclimate environment climatechange fridaysforfuture savetheplanetgretathunberg klimaschutz climatestrike selfhate,SaschaBecher,Deutschland,False,132,132,0.0,0.0,12:29:11,2020,01,03,An Inconsistent Truth From global cooling 1970s global warming 1990s climate change And faultclimate environment climatechange fridaysforfuture savetheplanetgretathunberg klimaschutz climatestrike selfhate ,inconsistent truth global cooling global warming climate change faultclimate environment climatechange fridaysforfuture savetheplanetgretathunberg klimaschutz climatestrike selfhate,"['global', 'inconsistent', 'truth', 'cooling', 'warming', 'climate', 'change', 'faultclimate', 'environment', 'climatechange']"
